probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
piano,harpsichord,,1,1,1,1,,,1,1,1
piano,organ,,1,1,1,1,,,1,1,1
piano,music,,1,1,1,1,,,1,1,1
piano,stool,,1,1,1,1,,,1,1,1
piano,key,,1,1,1,1,,,1,1,1
piano,man,,1,1,1,1,,,1,1,1
piano,guitar,,1,1,1,1,,,1,1,1
piano,ivory,,1,1,1,1,,,1,1,1
piano,teacher,,1,1,1,1,,,1,1,1
pie,cherry,,1,1,1,1,,,1,1,1
pie,face,,1,1,1,1,,,1,1,1
pie,sky,,1,1,1,1,,,1,1,1
pie,piece,,1,1,1,1,,,1,1,1
pie,fat,,1,1,1,1,,,1,1,1
pie,crust,,1,1,1,1,,,1,1,1
pie,chocolate,,1,1,1,1,,,1,1,1
pie,pumpkin,,1,1,1,1,,,1,1,1
pie,slice,,1,1,1,1,,,1,1,1
pie,bake,,1,1,1,1,,,1,1,1
pie,cake,,1,1,1,1,,,1,1,1
pie,a la mode,,1,1,1,1,,guessing it's some food,1,1,1
pie,blueberry,,1,1,1,1,,,1,1,1
pie,hair,,1,1,1,1,,,1,1,1
pie,eat,,1,1,1,1,,,1,1,1
pie,cream,,1,1,1,1,,,1,1,1
pie,ice,cream,1,1,1,1,,,1,1,1
pie,apple,,1,1,1,1,,,1,1,1
pie,dessert,,1,1,1,1,,,1,1,1
pie,food,,1,1,1,1,,,1,1,1
pie,pudding,,1,1,1,1,,,1,1,1
pike,fraternity,,?1,1,-,,Not sure where this came from,no association?,0,,0
pike,spike,,2,2,4,4,,,0,,0
pike,house,,1,1,-,,,association unclear,0,,0
pike,turn,,3,3,3,3,,,1,1,1
pike,drive,,3,3,3,3,,,1,1,1
pike,highway,,3,3,3,3,,,1,1,1
pike,fish,,1,1,1,1,,,1,1,1
pike,swimming,,1,1,1,1,,,1,1,1
pike,mountain,,?3,3,4,4,"Confused with ""peak""?",,0,,0
pike,peak,,?3,3,4,4,,,0,,0
pike,top,,?2,2,?4,4,"Confused with ""peak""?",,0,,0
pile,mess,,1,1,?1,1,could also be 3,,0,,1
pile,driver,,1,1,2,2,,,0,,0
pile,mound,,1,1,2,2,,,0,,0
pile,clump,,1,1,1,1,,,1,1,1
pile,hill,,1,1,1,1,,,1,1,1
pile,load,,1,1,1,1,,,1,1,1
pile,stack,,1,1,1,1,,,1,1,1
pile,on,,1,1,1,1,,,1,1,1
pile,dirt,,1,1,1,1,,,1,1,1
pile,high,,1,1,1,1,,,1,1,1
pile,heap,,1,1,1,1,,,1,1,1
pile,trash,,1,1,1,1,,,1,1,1
pile,leaves,,1,1,1,1,,,1,1,1
pile,shit,,1,1,1,1,,,1,1,1
pile,top,,1,1,1,1,,,1,1,1
pile,junk,,1,1,1,1,,,1,1,1
pile,crap,,1,1,1,1,,,1,1,1
pile,paper,,1,1,1,1,,,1,1,1
pile,haystack,,1,1,1,1,,,1,1,1
pile,laundry,,1,1,1,1,,,1,1,1
pine,smell,,1,1,1,1,,,1,1,1
pine,cone,,1,1,1,1,,,1,1,1
pine,forest,,1,1,1,1,,,1,1,1
pine,needle,,1,1,1,1,,,1,1,1
pine,scent,,1,1,1,1,,,1,1,1
pine,tree,,1,1,1,1,,,1,1,1
pine,wood,,1,1,1,1,,,1,1,1
pink,floyd,,1,1,-,,,not sure what Pink Floyd is,0,,0
pink,shoes,,1,1,1,1,,,1,1,1
pink,rose,,1,1,1,1,,,1,1,1
pink,flowers,,1,1,1,1,,,1,1,1
pink,panther,,1,1,1,1,,,1,1,1
pink,dress,,1,1,1,1,,,1,1,1
pink,girl,,1,1,1,1,,,1,1,1
pink,pretty,,1,1,1,1,,,1,1,1
pink,flamingo,,1,1,1,1,,,1,1,1
pink,green,,1,1,1,1,,,1,1,1
pink,lady,,1,1,1,1,,,1,1,1
pink,blue,,1,1,1,1,,,1,1,1
pink,red,,1,1,1,1,,,1,1,1
pink,lace,,1,1,1,1,,,1,1,1
pink,eye,,1,1,1,1,,,1,1,1
pink,hot,,1,1,1,1,,,1,1,1
pink,purple,,1,1,1,1,,,1,1,1
pink,color,,1,1,1,1,,,1,1,1
pink,cool,,1,1,1,1,,,1,1,1
pink,lemonade,,1,1,1,1,,,1,1,1
pink,cadillac,,1,1,1,1,,,1,1,1
pink,baby,,1,1,1,1,,,1,1,1
pink,white,,1,1,1,1,,,1,1,1
pipe,bhang,,1,1,?1,1,,,0,,1
pipe,dream,,1,1,?1,1,,,0,,1
pipe,metal,,1,1,1,1,,,1,1,1
pipe,cigar,,1,1,1,1,,,1,1,1
pipe,tube,,1,1,1,1,,,1,1,1
pipe,wrench,,1,1,1,1,,,1,1,1
pipe,organ,,1,1,1,1,,,1,1,1
pipe,line,,1,1,1,1,,,1,1,1
pipe,cigarette,,1,1,1,1,,,1,1,1
pipe,bar,,1,1,1,1,,,1,1,1
pipe,lead,,1,1,1,1,,,1,1,1
pipe,smoke,,1,1,1,1,,,1,1,1
pipe,cleaner,,1,1,1,1,,,1,1,1
pipe,tobacco,,1,1,1,1,,,1,1,1
pipe,water,,1,1,1,1,,,1,1,1
pit,bull,,?1,1,1,1,Referring to the dog breed,,0,,1
pit,plum,,2,2,2,2,,,1,1,1
pit,olive,,2,2,2,2,,,1,1,1
pit,cherry,,2,2,2,2,,,1,1,1
pit,seed,,2,2,2,2,,,1,1,1
pit,peach,,2,2,2,2,,,1,1,1
pit,snake,,1,1,1,1,,,1,1,1
pit,dog,,1,1,1,1,,,1,1,1
pit,fall,,1,1,1,1,,,1,1,1
pit,hole,,1,1,1,1,,,1,1,1
pit,deep,,1,1,1,1,,,1,1,1
pit,black,,1,1,1,1,,,1,1,1
pit,bottomless,,1,1,1,1,,,1,1,1
pit,pendulum,,1,1,1,1,,,1,1,1
pit,tar,,1,1,1,1,,,1,1,1
pit,money,,1,1,1,1,,,1,1,1
pit,empty,,1,1,1,1,,,1,1,1
pit,arm,,1,1,1,1,,,1,1,1
pit,trap,,1,1,1,1,,,1,1,1
pit,hell,,1,1,1,1,,,1,1,1
pitch,throw,,1,1,1,1,,,1,1,1
pitch,fork,,1,1,1,1,,,1,1,1
pitch,hit,,1,1,1,1,,,1,1,1
pitch,softball,,1,1,1,1,,,1,1,1
pitch,note,,1,1,1,1,,,1,1,1
pitch,ball,,1,1,1,1,,,1,1,1
pitch,catch,,1,1,1,1,,,1,1,1
pitch,toss,,1,1,1,1,,,1,1,1
pitch,baseball,,1,1,1,1,,,1,1,1
pitch,tone,,1,1,1,1,,,1,1,1
pitcher,player,,2,2,2,2,,,1,1,1
pitcher,ball,,2,2,2,2,,,1,1,1
pitcher,catcher,,2,2,2,2,,,1,1,1
pitcher,strike,,2,2,2,2,,,1,1,1
pitcher,baseball,,2,2,2,2,,,1,1,1
pitcher,water,,1,1,1,1,,,1,1,1
pitcher,beer,,1,1,1,1,,,1,1,1
pitcher,drink,,1,1,1,1,,,1,1,1
pitcher,container,,1,1,1,1,,,1,1,1
pitcher,lemonade,,1,1,1,1,,,1,1,1
pitcher,liquid,,1,1,1,1,,,1,1,1
pitcher,tea,,1,1,1,1,,,1,1,1
plane,air,,1,1,1,1,,,1,1,1
plane,travel,,1,1,1,1,,,1,1,1
plane,geometry,,1,1,1,1,,,1,1,1
plane,jet,,1,1,1,1,,,1,1,1
plane,wings,,1,1,1,1,,,1,1,1
plane,sky,,1,1,1,1,,,1,1,1
plane,fast,,1,1,1,1,,,1,1,1
plane,train,,1,1,1,1,,,1,1,1
plane,ride,,1,1,1,1,,,1,1,1
plane,car,,1,1,1,1,,,1,1,1
plane,crash,,1,1,1,1,,,1,1,1
plane,fly,,1,1,1,1,,,1,1,1
plot,land,,2,2,2,2,,,1,1,1
plot,television,,1,1,1,1,,,1,1,1
plot,plan,,1,1,1,1,,,1,1,1
plot,movie,,1,1,1,1,,,1,1,1
plot,book,,1,1,1,1,,,1,1,1
plot,novel,,1,1,1,1,,,1,1,1
plot,points,,1,1,1,1,,,1,1,1
plot,crime,,1,1,1,1,,,1,1,1
plot,summary,,1,1,1,1,,,1,1,1
plot,story,,1,1,1,1,,,1,1,1
plot,graph,,1,1,1,1,,,1,1,1
plot,play,,1,1,1,1,,,1,1,1
plot,scheme,,1,1,1,1,,,1,1,1
plot,theme,,1,1,1,1,,,1,1,1
plot,murder,,1,1,1,1,,,1,1,1
poker,game,,2,2,2,2,,,1,1,1
poker,blackjack,,2,2,2,2,,,1,1,1
poker,hand,,2,2,2,2,,,1,1,1
poker,five,,2,2,2,2,,,1,1,1
poker,gamble,,2,2,2,2,,,1,1,1
poker,player,,2,2,2,2,,,1,1,1
poker,chip,,2,2,2,2,,,1,1,1
poker,card,,2,2,2,2,,,1,1,1
poker,face,,2,2,2,2,,,1,1,1
poker,stick,,1,1,1,1,,,1,1,1
policy,sucks,,?1,1,1,1,Personal opinion,,0,,1
policy,police,,?1,1,1,1,Similar sounding word,,0,,1
policy,number,,2,2,1,1,,,0,,0
policy,contract,,2,2,2,2,,,1,1,1
policy,insurance,,2,2,2,2,,,1,1,1
policy,law,,1,1,1,1,,,1,1,1
policy,truth,,1,1,1,1,,,1,1,1
policy,president,,1,1,1,1,,,1,1,1
policy,school,,1,1,1,1,,,1,1,1
policy,strict,,1,1,1,1,,,1,1,1
policy,foreign,,1,1,1,1,,,1,1,1
policy,rule,,1,1,1,1,,,1,1,1
policy,regulations,,1,1,1,1,,,1,1,1
policy,government,,1,1,1,1,,,1,1,1
pool,table,,2,2,2,2,,,1,1,1
pool,blue,,1,1,1,1,,,1,1,1
pool,chlorine,,1,1,1,1,,,1,1,1
pool,heat,,1,1,1,1,,,1,1,1
pool,water,,1,1,1,1,,,1,1,1
pool,cool,,1,1,1,1,,,1,1,1
pool,side,,1,1,1,1,,,1,1,1
pool,party,,1,1,1,1,,,1,1,1
pool,man,,1,1,1,1,,,1,1,1
pool,cold,,1,1,1,1,,,1,1,1
pool,swim,,1,1,1,1,,,1,1,1
pool,shark,,1,1,1,1,,,1,1,1
pool,hall,,2,2,?2,2,,,0,,1
pop,music,,2,2,1,1,,,0,,0
pop,dad,,3,3,3,3,,,1,1,1
pop,grandpa,,3,3,3,3,,,1,1,1
pop,mom,,3,3,3,3,,,1,1,1
pop,coke,,1,1,1,1,,,1,1,1
pop,crackle,,1,1,1,1,,,1,1,1
pop,pepsi,,1,1,1,1,,,1,1,1
pop,explode,,1,1,1,1,,,1,1,1
pop,popcorn,,1,1,1,1,,,1,1,1
pop,sound,,1,1,1,1,,,1,1,1
pop,burst,,1,1,1,1,,,1,1,1
pop,soda,,1,1,1,1,,,1,1,1
pop,cola,,1,1,1,1,,,1,1,1
pop,drink,,1,1,1,1,,,1,1,1
pop,noise,,1,1,1,1,,,1,1,1
port,authority,,?1,1,1,1,,,0,,1
port,wine,,4,4,4,4,,,1,1,1
port,hole,,3,3,3,3,,,1,1,1
port,stern,,2,2,2,2,,,1,1,1
port,starboard,,2,2,2,2,,,1,1,1
port,canavaral,,1,1,1,1,,,1,1,1
port,call,,1,1,1,1,,,1,1,1
port,air,,1,1,1,1,,,1,1,1
port,bay,,1,1,1,1,,,1,1,1
port,jefferson,,1,1,1,1,,guessing this is the name of a Port?,1,1,1
port,dock,,1,1,1,1,,,1,1,1
port,tampa,,1,1,1,1,,,1,1,1
port,ship,,1,1,1,1,,,1,1,1
port,submarine,,1,1,1,1,,,1,1,1
port,boat,,1,1,1,1,,,1,1,1
port,harbor,,1,1,1,1,,,1,1,1
port,water,,1,1,1,1,,,1,1,1
port,cruise,,1,1,1,1,,,1,1,1
port,maine,,1,1,1,1,,,1,1,1
port,boston,,1,1,1,1,,,1,1,1
post,after,,?1,1,-,,The prefix,meaning not in def.,0,,0
post,work,,3,3,2,2,,,0,,0
post,rail,,1,1,3,3,,,0,,0
post,put,,1,1,2,2,,,0,,0
post,mail,,3,3,3,3,,,1,1,1
post,man,,3,3,3,3,,,1,1,1
post,stamp,,3,3,3,3,,,1,1,1
post,letter,,3,3,3,3,,,1,1,1
post,office,,3,3,3,3,,,1,1,1
post,pin,,1,1,1,1,,,1,1,1
post,it,,1,1,1,1,,,1,1,1
post,announce,,1,1,1,1,,,1,1,1
post,wood,,1,1,1,1,,,1,1,1
post,pole,,1,1,1,1,,,1,1,1
pot,flower,,2,2,1,1,,,0,,0
pot,plant,,2,2,1,1,,,0,,0
pot,smoke,,2,2,2,2,,,1,1,1
pot,drug,,2,2,2,2,,,1,1,1
pot,marijuana,,2,2,2,2,,,1,1,1
pot,stove,,1,1,1,1,,,1,1,1
pot,tea,,1,1,1,1,,,1,1,1
pot,bowl,,1,1,1,1,,,1,1,1
pot,cook,,1,1,1,1,,,1,1,1
pot,kettle,,1,1,1,1,,,1,1,1
pot,luck,,1,1,1,1,,,1,1,1
pot,food,,1,1,1,1,,,1,1,1
pot,pan,,1,1,1,1,,,1,1,1
pot,boil,,1,1,1,1,,,1,1,1
pot,kitchen,,1,1,1,1,,,1,1,1
pound,beat,,2,2,1,1,,,0,,0
pound,animal,,3,3,3,3,,,1,1,1
pound,dog,,3,3,3,3,,,1,1,1
pound,puppy,,3,3,3,3,,,1,1,1
pound,inch,,2,2,2,2,,,1,1,1
pound,cake,,2,2,2,2,,,1,1,1
pound,ounce,,2,2,2,2,,,1,1,1
pound,weight,,2,2,2,2,,,1,1,1
pound,dollar,,2,2,2,2,,,1,1,1
pound,fat,,2,2,2,2,,,1,1,1
pound,money,,2,2,2,2,,,1,1,1
pound,hit,,1,1,1,1,,,1,1,1
pound,hammer,,1,1,1,1,,,1,1,1
pound,punch,,1,1,1,1,,,1,1,1
prayer,preacher,,2,2,2,2,,,1,1,1
prayer,faith,,1,1,1,1,,,1,1,1
prayer,god,,1,1,1,1,,,1,1,1
prayer,religion,,1,1,1,1,,,1,1,1
prayer,hands,,1,1,1,1,,,1,1,1
prayer,hope,,1,1,1,1,,,1,1,1
prayer,book,,1,1,1,1,,,1,1,1
prayer,worship,,1,1,1,1,,,1,1,1
prayer,church,,1,1,1,1,,,1,1,1
prayer,bible,,1,1,1,1,,,1,1,1
present,speak,,2,2,2,2,,,1,1,1
present,christmas,,2,2,2,2,,,1,1,1
present,gift,,2,2,2,2,,,1,1,1
present,show,,2,2,2,2,,,1,1,1
present,birthday,,2,2,2,2,,,1,1,1
present,box,,2,2,2,2,,,1,1,1
present,past,,1,1,1,1,,,1,1,1
present,gone,,1,1,1,1,,,1,1,1
present,future,,1,1,1,1,,,1,1,1
present,here,,1,1,1,1,,,1,1,1
present,absent,,1,1,1,1,,,1,1,1
present,now,,1,1,1,1,,,1,1,1
press,pull,,1,1,1,1,,,1,1,1
press,printing,,1,1,1,1,,,1,1,1
press,box,,1,1,1,1,,,1,1,1
press,clothes,,1,1,1,1,,,1,1,1
press,hard,,1,1,1,1,,,1,1,1
press,reporter,,1,1,1,1,,,1,1,1
press,television,,1,1,1,1,,,1,1,1
press,flat,,1,1,1,1,,,1,1,1
press,news,,1,1,1,1,,,1,1,1
press,room,,1,1,1,1,,,1,1,1
press,button,,1,1,1,1,,,1,1,1
press,iron,,1,1,1,1,,,1,1,1
press,conference,,1,1,1,1,,,1,1,1
press,newspaper,,1,1,1,1,,,1,1,1
press,push,,1,1,1,1,,,1,1,1
press,release,,1,1,1,1,,,1,1,1
press,media,,1,1,1,1,,,1,1,1
pro,good,,1,1,2,2,,,0,,0
pro,for,,1,1,2,2,,,0,,0
pro,golf,,2,2,2,2,,,1,1,1
pro,athlete,,2,2,2,2,,,1,1,1
pro,professional,,2,2,2,2,,,1,1,1
pro,basketball,,2,2,2,2,,,1,1,1
pro,player,,2,2,2,2,,,1,1,1
pro,amateur,,2,2,2,2,,,1,1,1
pro,tennis,,2,2,2,2,,,1,1,1
pro,sports,,2,2,2,2,,,1,1,1
pro,expert,,2,2,2,2,,,1,1,1
pro,paid,,2,2,2,2,,,1,1,1
pro,baseball,,2,2,2,2,,,1,1,1
pro,football,,2,2,2,2,,,1,1,1
pro,con,,1,1,1,1,,,1,1,1
prune,cut,,2,2,2,2,,,1,1,1
prune,plum,,1,1,1,1,,comment,1,1,1
prune,danish,,1,1,1,1,,,1,1,1
prune,pit,,1,1,1,1,,,1,1,1
prune,grape,,1,1,1,1,,,1,1,1
prune,old,,1,1,1,1,,,1,1,1
prune,raisin,,1,1,1,1,,,1,1,1
prune,juice,,1,1,1,1,,,1,1,1
prune,pear,,1,1,1,1,,,1,1,1
prune,yuck,,1,1,1,1,,,1,1,1
prune,fruit,,1,1,1,1,,,1,1,1
prune,wrinkle,,1,1,1,1,,,1,1,1
prune,shrivel,,1,1,1,1,,,1,1,1
prune,constipation,,1,1,1,1,,,1,1,1
pump,heel,,2,2,1,1,,,0,,0
pump,hose,,2,2,1,1,,,0,,0
pump,shoes,,1,1,2,2,,,0,,0
pump,reebok,,1,1,2,2,,,0,,0
pump,aerosmith,,1,1,-,,,,0,,0
pump,nike,,1,1,2,2,,,0,,0
pump,pull,,1,1,1,1,,,1,1,1
pump,push,,1,1,1,1,,,1,1,1
pump,pool,,1,1,1,1,,,1,1,1
pump,up,,1,1,1,1,,,1,1,1
pump,air,,1,1,1,1,,,1,1,1
pump,tire,,1,1,1,1,,not sure what aerosmith is,1,1,1
pump,brakes,,1,1,1,1,,,1,1,1
pump,press,,1,1,1,1,,,1,1,1
pump,bicycle,,1,1,1,1,,,1,1,1
pump,iron,,1,1,1,1,,,1,1,1
pump,water,,1,1,1,1,,,1,1,1
pump,muscle,,1,1,1,1,,,1,1,1
pump,inflate,,1,1,1,1,,,1,1,1
pump,gas,,1,1,1,1,,,1,1,1
pump,filter,,1,1,1,1,,,1,1,1
punch,spike,,3,3,2,2,,,0,,0
punch,box,,3,3,1,1,,,0,,0
punch,kool,aid,3,3,1,1,,,0,,0
punch,out,,2,2,1,1,,,0,,0
punch,line,,1,1,-,,,,0,,0
punch,juice,,3,3,3,3,,,1,1,1
punch,red,,3,3,3,3,,,1,1,1
punch,fruit,,3,3,3,3,,not in def?,1,1,1
punch,hawaiian,,3,3,3,3,,,1,1,1
punch,bowl,,3,3,3,3,,,1,1,1
punch,drink,,3,3,3,3,,,1,1,1
punch,hit,,1,1,1,1,,,1,1,1
punch,pain,,1,1,1,1,,,1,1,1
punch,fight,,1,1,1,1,,,1,1,1
punch,kick,,1,1,1,1,,,1,1,1
punch,boxer,,1,1,1,1,,,1,1,1
punch,fist,,1,1,1,1,,,1,1,1
punch,bag,,1,1,1,1,,,1,1,1
punch,slap,,1,1,1,1,,,1,1,1
punch,knock,out,1,1,1,1,,,1,1,1
pupil,eye,,2,2,2,2,,,1,1,1
pupil,student,,1,1,1,1,,,1,1,1
pupil,teacher,,1,1,1,1,,,1,1,1
pupil,school,,1,1,1,1,,,1,1,1
quack,daffy,,1,1,2,2,,,0,,0
quack,fake,,2,2,2,2,,,1,1,1
quack,shrink,,2,2,2,2,,,1,1,1
quack,doctor,,2,2,2,2,,,1,1,1
quack,duck,,1,1,1,1,,,1,1,1
quail,bird,,1,1,1,1,,,1,1,1
quail,hunt,,1,1,1,1,,,1,1,1
quail,feather,,1,1,1,1,,,1,1,1
quail,eggs,,1,1,1,1,,,1,1,1
quail,duck,,1,1,1,1,,,1,1,1
quail,animal,,1,1,1,1,,,1,1,1
quail,dove,,1,1,1,1,,,1,1,1
quail,shoot,,1,1,1,1,,,1,1,1
quail,pheasant,,1,1,1,1,,,1,1,1
quail,eat,,1,1,1,1,,,1,1,1
race,sex,,2,2,2,2,,,1,1,1
race,human,,2,2,2,2,,,1,1,1
race,nationality,,2,2,2,2,,,1,1,1
race,white,,2,2,2,2,,,1,1,1
race,black,,2,2,2,2,,,1,1,1
race,people,,2,2,2,2,,,1,1,1
race,color,,2,2,2,2,,,1,1,1
race,dog,,1,1,1,1,,,1,1,1
race,track,,1,1,1,1,,,1,1,1
race,win,,1,1,1,1,,,1,1,1
race,car,,1,1,1,1,,,1,1,1
race,rat,,1,1,1,1,,,1,1,1
race,run,,1,1,1,1,,,1,1,1
race,horse,,1,1,1,1,,,1,1,1
race,fast,,1,1,1,1,,,1,1,1
race,compete,,1,1,1,1,,,1,1,1
race,creed,,?2,2,2,2,,,0,,1
raft,tom,sawyer,?1,1,1,1,,,0,,1
raft,swim,,1,1,1,1,,,1,1,1
raft,pool,,1,1,1,1,,,1,1,1
raft,water,,1,1,1,1,,,1,1,1
raft,river,,1,1,1,1,,,1,1,1
raft,ocean,,1,1,1,1,,,1,1,1
raft,float,,1,1,1,1,,,1,1,1
raft,wood,,1,1,1,1,,,1,1,1
raft,tube,,1,1,1,1,,,1,1,1
raft,beach,,1,1,1,1,,,1,1,1
raft,canoe,,1,1,1,1,,,1,1,1
raft,inflate,,1,1,1,1,,,1,1,1
raft,boat,,1,1,1,1,,,1,1,1
raft,log,,1,1,1,1,,,1,1,1
raft,race,,1,1,1,1,,,1,1,1
raft,lake,,1,1,1,1,,,1,1,1
raft,air,,1,1,1,1,,,1,1,1
rag,bum,,1,1,2,2,,,0,,0
rag,ragtime,,3,3,3,3,,,1,1,1
rag,tease,,2,2,2,2,,,1,1,1
rag,clothes,,1,1,1,1,,,1,1,1
rag,dish,,1,1,1,1,,,1,1,1
rag,cloth,,1,1,1,1,,,1,1,1
rag,dust,,1,1,1,1,,,1,1,1
rag,scrap,,1,1,1,1,,,1,1,1
rag,junk,,1,1,1,1,,,1,1,1
rag,oil,,1,1,1,1,,,1,1,1
rag,old,,1,1,1,1,,,1,1,1
rag,clean,,1,1,1,1,,,1,1,1
rag,riches,,1,1,1,1,,,1,1,1
rag,wash,,1,1,1,1,,,1,1,1
rag,towel,,1,1,1,1,,,1,1,1
rag,doll,,1,1,1,1,,,1,1,1
rag,tear,,1,1,1,1,,,1,1,1
rag,dirty,,1,1,1,1,,,1,1,1
rail,road,,1,1,1,1,,,1,1,1
rail,gate,,1,1,1,1,,,1,1,1
rail,stair,,1,1,1,1,,,1,1,1
rail,train,,1,1,1,1,,,1,1,1
rail,handle,,1,1,1,1,,,1,1,1
rail,trail,,1,1,1,1,,,1,1,1
rail,guard,,1,1,1,1,,,1,1,1
rail,bar,,1,1,1,1,,,1,1,1
rail,derail,,1,1,1,1,,,1,1,1
rail,metal,,1,1,1,1,,,1,1,1
rail,fence,,1,1,1,1,,,1,1,1
rail,track,,1,1,1,1,,,1,1,1
rail,hand,,-,,1,1,,,0,,0
rail,nail,,1,1,?2,2,,,0,,0
rake,hoe,,1,1,-,,,,0,,0
rake,yard,,1,1,1,1,,,1,1,1
rake,clean,,1,1,1,1,,,1,1,1
rake,leaves,,1,1,1,1,,,1,1,1
rake,work,,1,1,1,1,,,1,1,1
rake,lawn,,1,1,1,1,,association unclear,1,1,1
rake,grass,,1,1,1,1,,,1,1,1
rake,shovel,,1,1,1,1,,,1,1,1
rake,garden,,1,1,1,1,,,1,1,1
rank,stink,,2,2,2,2,,,1,1,1
rank,smell,,2,2,2,2,,,1,1,1
rank,general,,1,1,1,1,,,1,1,1
rank,status,,1,1,1,1,,,1,1,1
rank,military,,1,1,1,1,,,1,1,1
rank,place,,1,1,1,1,,,1,1,1
rank,colonel,,1,1,1,1,,,1,1,1
rank,file,,1,1,1,1,,,1,1,1
rank,corporal,,1,1,1,1,,,1,1,1
rank,order,,1,1,1,1,,,1,1,1
rank,captain,,1,1,1,1,,,1,1,1
rank,score,,1,1,1,1,,,1,1,1
rank,class,,1,1,1,1,,,1,1,1
rank,level,,1,1,1,1,,,1,1,1
rank,number,,1,1,1,1,,,1,1,1
rank,high,,1,1,1,1,,,1,1,1
rank,sergeant,,1,1,1,1,,,1,1,1
rank,official,,1,1,1,1,,,1,1,1
rank,position,,1,1,1,1,,,1,1,1
rank,officer,,1,1,1,1,,,1,1,1
rank,army,,1,1,1,1,,,1,1,1
rank,rate,,1,1,1,1,,,1,1,1
rank,top,,1,1,1,1,,,1,1,1
rap,speak,,3,3,1,1,,,0,,0
rap,talk,,3,3,1,1,,,0,,0
rap,noise,,3,3,1,1,,,0,,0
rap,black,,3,3,3,3,,,1,1,1
rap,music,,3,3,3,3,,,1,1,1
rap,sing,,3,3,3,3,,,1,1,1
rap,group,,3,3,3,3,,,1,1,1
rap,song,,3,3,3,3,,,1,1,1
rap,singer,,3,3,3,3,,,1,1,1
rap,rhyme,,3,3,3,3,,,1,1,1
rap,knock,,1,1,1,1,,,1,1,1
rap,hit,,1,1,1,1,,,1,1,1
rape,wrong,,1,1,1,1,,,1,1,1
rape,man,,1,1,1,1,,,1,1,1
rape,woman,,1,1,1,1,,,1,1,1
rape,anger,,1,1,1,1,,,1,1,1
rape,violation,,1,1,1,1,,,1,1,1
rape,sex,,1,1,1,1,,,1,1,1
rape,jail,,1,1,1,1,,,1,1,1
rape,violent,,1,1,1,1,,,1,1,1
rape,death,,1,1,1,1,,,1,1,1
rape,victim,,1,1,1,1,,,1,1,1
rape,hurt,,1,1,1,1,,,1,1,1
rape,attack,,1,1,1,1,,,1,1,1
rape,abuse,,1,1,1,1,,,1,1,1
rape,date,,1,1,1,1,,,1,1,1
rape,crime,,1,1,1,1,,,1,1,1
rape,incest,,1,1,1,1,,,1,1,1
rape,evil,,1,1,1,1,,,1,1,1
rape,assault,,1,1,1,1,,,1,1,1
rape,hate,,1,1,1,1,,,1,1,1
rape,beat,,1,1,1,1,,,1,1,1
rape,bad,,1,1,1,1,,,1,1,1
rape,invasion,,1,1,1,1,,,1,1,1
rape,murder,,1,1,1,1,,,1,1,1
rape,fear,,1,1,1,1,,,1,1,1
rape,kill,,1,1,1,1,,,1,1,1
rape,girl,,1,1,1,1,,,1,1,1
rare,disease,,?1,1,1,1,,,0,,1
rare,often,,?1,1,1,1,Antonym,,0,,1
rare,well,done,2,2,2,2,,,1,1,1
rare,medium,,2,2,2,2,,,1,1,1
rare,meat,,2,2,2,2,,,1,1,1
rare,red,,2,2,2,2,,,1,1,1
rare,steak,,2,2,2,2,,,1,1,1
rare,obscure,,1,1,1,1,,,1,1,1
rare,extinct,,1,1,1,1,,,1,1,1
rare,old,,1,1,1,1,,,1,1,1
rare,diamonds,,1,1,1,1,,,1,1,1
rare,few,,1,1,1,1,,,1,1,1
rare,strange,,1,1,1,1,,,1,1,1
rare,unique,,1,1,1,1,,,1,1,1
rare,unseen,,1,1,1,1,,,1,1,1
rare,exotic,,1,1,1,1,,,1,1,1
rare,odd,,1,1,1,1,,,1,1,1
rare,priceless,,1,1,1,1,,,1,1,1
rare,scarce,,1,1,1,1,,,1,1,1
rare,hardly,,1,1,1,1,,,1,1,1
rare,never,,1,1,1,1,,,1,1,1
rare,uncommon,,1,1,1,1,,,1,1,1
rare,valuable,,1,1,1,1,,,1,1,1
rare,plenty,,1,1,1,1,,,1,1,1
rare,special,,1,1,1,1,,,1,1,1
rare,common,,1,1,1,1,,,1,1,1
rare,unusual,,1,1,1,1,,,1,1,1
rash,diaper,,2,2,2,2,,,1,1,1
rash,scar,,2,2,2,2,,,1,1,1
rash,skin,,2,2,2,2,,,1,1,1
rash,red,,2,2,2,2,,,1,1,1
rash,irritate,,2,2,2,2,,,1,1,1
rash,scratch,,2,2,2,2,,,1,1,1
rash,harsh,,2,2,2,2,,,1,1,1
rash,bumps,,2,2,2,2,,,1,1,1
rash,pain,,2,2,2,2,,,1,1,1
rash,disease,,2,2,2,2,,,1,1,1
rash,hives,,2,2,2,2,,,1,1,1
rash,itch,,2,2,2,2,,,1,1,1
rash,sore,,2,2,2,2,,,1,1,1
rash,burn,,2,2,2,2,,,1,1,1
rash,ouch,,2,2,2,2,,,1,1,1
rash,poison,ivy,2,2,2,2,,,1,1,1
rash,bold,,1,1,1,1,,,1,1,1
rash,decision,,1,1,1,1,,,1,1,1
