SortedOrder,probe,associate,associate (continued),R1,R1,R2,R3,Screened_for_Analysis_seeTab2,Meaning_R1,Meaning_BestGuess_R1,R2,Meaning_R2,Meaning_BestGuess_R2,R3,Meaning_R3,Meaning_BestGuess_R3,Comment_R1,Comment_R2,Comment_R3,Integrated_Comments_By_CR,R1_R2_R3_CertainAgreement,R1_R2_R3_Certain_orUndertainAgreement,DominantMeaning_Certain_or_Guess,
1689,grave,coffin,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1690,grave,danger,,kt,kt,lew,sr,1,2,2,aml,2,2,sr,1,1,,,,,0,0,2,
1691,grave,dead,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1692,grave,death,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1693,grave,die,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1694,grave,dig,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1695,grave,digger,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1696,grave,dirt,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1697,grave,funeral,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1698,grave,ground,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1699,grave,hole,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1700,grave,remembrance,,kt,kt,lew,sr,1,3,3,aml,1,1,sr,1,1,,,,,0,0,1,
1701,grave,sad,,kt,kt,lew,sr,1,1,1,aml,2,2,sr,1,1,,,,,0,0,1,
1702,grave,serious,,kt,kt,lew,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1703,grave,solemn,,kt,kt,lew,sr,1,2,2,aml,4,4,sr,4,4,,,,,0,0,4,
1704,grave,stone,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1705,grave,tomb,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1706,grave,tombstone,,kt,kt,lew,sr,1,3,3,aml,1,1,sr,1,1,,,,,0,0,1,
1707,grave,yard,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1708,ground,air,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1709,ground,beef,,kt,kt,lew,sr,1,2,2,aml,2,2,sr,1,1,,,,,0,0,2,
1710,ground,dirt,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1711,ground,earth,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1712,ground,floor,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1713,ground,grass,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1714,ground,hard,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1715,ground,hog,,kt,kt,lew,sr,1,-,-,aml,1,1,sr,1,1,,,,,0,0,1,
1716,ground,low,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1717,ground,mash,,kt,kt,lew,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1718,ground,round,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1719,ground,sand,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1720,ground,sky,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1721,ground,soil,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1722,gull,beach,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1723,gull,bird,,kt,kt,lew,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1724,gull,fly,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1725,gull,freedom,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1726,gull,ocean,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1727,gull,sea,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1728,gull,seagull,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1729,gull,wings,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1730,gum,bubble,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1731,gum,candy,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1732,gum,chew,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,2,2,,,,,0,0,2,
1733,gum,mouth,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1734,gum,stick,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1735,gum,sticky,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1736,gum,taste,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,2,2,,,,,0,0,1,
1737,gum,teeth,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1738,gum,tree,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1739,hail,cab,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1740,hail,chief,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1741,hail,greet,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1742,hail,ice,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1743,hail,king,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1744,hail,mary,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1745,hail,praise,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1746,hail,rain,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1747,hail,snow,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1748,hail,storm,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1749,hail,weather,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1750,halt,go,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1751,halt,stop,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1752,ham,bacon,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1753,ham,beef,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1754,ham,bone,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1755,ham,cheese,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1756,ham,christmas,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1757,ham,eggs,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1758,ham,food,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1759,ham,hock,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1760,ham,hog,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1761,ham,meat,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1762,ham,pig,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1763,ham,pineapple,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1764,ham,pork,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1765,ham,roast,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1766,ham,salt,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1767,ham,sandwich,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1768,ham,steak,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1769,ham,turkey,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1770,hamper,baby,,kt,kt,aml,sr,1,?2,2,aml,2,2,sr,2,2,,,,,0,1,2,
1771,hamper,basket,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1772,hamper,bother,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1773,hamper,cloth,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1774,hamper,clothes,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1775,hamper,clothing,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1776,hamper,diapers,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1777,hamper,dirty,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1778,hamper,hinder,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1779,hamper,hold,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,1,1,,,,,0,0,2,
1780,hamper,hurt,,kt,kt,aml,sr,1,1,1,aml,?1,1,sr,1,1,,,,,0,1,1,
1781,hamper,impede,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1782,hamper,laundry,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1783,hamper,prevent,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1784,hamper,slow,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1785,hamper,stop,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1786,hatch,back,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1787,hatch,birth,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1788,hatch,boat,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1789,hatch,born,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1790,hatch,chick,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1791,hatch,chicken,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1792,hatch,door,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1793,hatch,egg,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1794,hatch,escape,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1795,hatch,open,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1796,hatch,trunk,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1797,hawk,bird,,kt,kt,aml,sr,1,?1,1,aml,1,1,sr,1,1,,,,,0,1,1,
1798,hawk,dove,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1799,hawk,eagle,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1800,hawk,eye,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1801,hawk,fly,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1802,hawk,power,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1803,hawk,prey,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1804,hawk,sky,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1805,haze,blur,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1806,haze,clear,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1807,haze,cloud,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1808,haze,daze,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1809,haze,fog,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1810,haze,gloom,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1811,haze,los,angeles,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1812,haze,mist,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1813,haze,morning,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1814,haze,purple,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1815,haze,smog,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1816,haze,smoke,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1817,haze,sun,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1818,heel,achilles,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1819,heel,ankle,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1820,heel,bandaid,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1821,heel,better,,kt,kt,aml,sr,,-,-,aml,-,-,sr,-,-,,,Incorrect reading of probe,Incorrect reading of probe,1,1,-,
1822,heel,boy,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1823,heel,dog,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1824,heel,foot,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1825,heel,shoe,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1826,heel,stop,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1827,heel,toe,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1828,hide,away,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1829,hide,fear,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1830,hide,find,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1831,hide,game,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1832,hide,out,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1833,hide,run,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1834,hide,scare,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1835,hide,seek,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1836,hide,unseen,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1837,hip,body,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1838,hip,bone,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1839,hip,cool,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,-,-,,,,,0,0,1,
1840,hip,elbow,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1841,hip,fat,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1842,hip,hip,huggers,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1843,hip,hurt,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1844,hip,in,,kt,kt,aml,sr,,-,-,aml,-,-,sr,-,-,Meaning not in WS,,,Meaning not in WS,1,1,-,
1845,hip,jeans,,kt,kt,aml,sr,1,-,-,aml,1,1,sr,1,1,Meaning not in WS,,,,0,0,1,
1846,hip,joint,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1847,hip,leg,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1848,hip,okay,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,-,-,,,,,0,0,1,
1849,hip,pelvis,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1850,hip,pocket,,kt,kt,aml,sr,1,?1,1,aml,1,1,sr,1,1,,,,,0,1,1,
1851,hip,shape,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1852,hip,side,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1853,hip,thigh,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1854,hip,waist,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1855,hitch,attach,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1856,hitch,boat,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,2,2,,,,,0,0,1,
1857,hitch,car,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,2,2,,,,,0,0,1,
1858,hitch,hike,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,2,2,,,,,0,0,2,
1859,hitch,hook,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1860,hitch,marry,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1861,hitch,problem,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1862,hitch,ride,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1863,hitch,tie,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1864,hitch,together,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1865,hitch,trailer,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,2,2,,,,,0,0,1,
1866,hitch,truck,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,2,2,,,,,0,0,1,
1867,hitch,wagon,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,2,2,,,,,0,0,2,
1868,hobby,activity,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1869,hobby,airplane,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1870,hobby,art,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1871,hobby,basketball,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1872,hobby,box,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1873,hobby,collect,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1874,hobby,craft,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1875,hobby,dance,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1876,hobby,fishing,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1877,hobby,fun,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1878,hobby,game,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1879,compound,complex,,kt,kt,aml,RS,1,1,1,aml,1,1,RS,?2,2,,,,,0,0,1,
1880,hobby,horse,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1881,hobby,interest,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1882,hobby,job,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1883,hobby,leisure,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1884,hobby,money,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1885,hobby,music,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1886,hobby,my,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1887,hobby,past,time,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1888,hobby,project,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1889,hobby,sailing,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1890,hobby,shopping,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1891,hobby,ski,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1892,hobby,sport,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1893,hobby,stamp,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1894,hobby,swim,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1895,hobby,time,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1896,hobby,toy,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1897,hop,bunny,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1898,hop,game,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1899,hop,jump,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1900,hop,rabbit,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1901,hop,scotch,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,1,1,,,,,0,0,1,
1902,hop,skip,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1903,host,girl,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1904,host,guest,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1905,host,helper,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1906,host,hostess,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1907,host,house,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1908,host,party,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1909,host,restaurant,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1910,host,server,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1911,host,show,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1912,host,waiter,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1913,hue,color,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1914,compound,dog,,kt,kt,aml,RS,1,1,1,aml,?2,2,RS,?2,2,,,,,0,0,2,
1915,hue,hoe,,kt,kt,aml,sr,1,1,1,aml,?1,1,sr,-,-,,,,,0,0,1,
1916,hue,rainbow,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1917,hue,shade,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1918,hue,tint,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1919,hull,boat,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1920,hull,carry,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1921,hull,corn,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1922,hull,heavy,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1923,hull,load,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1924,hull,move,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1925,hull,peanuts,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1926,hull,pull,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1927,cop,blue,,kt,kt,aml,RS,1,2,2,aml,2,2,RS,?2,2,,,,,0,1,2,
1928,hull,ship,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1929,husky,big,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1930,husky,boys,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1931,husky,build,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1932,husky,burly,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1933,husky,deep,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1934,husky,dog,,kt,kt,aml,sr,1,1,1,aml,2,2,sr,2,2,,,,,0,0,2,
1935,husky,fat,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1936,husky,football,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,-,-,,,,,0,0,1,
1937,husky,large,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1938,husky,man,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1939,husky,stocky,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1940,husky,voice,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1941,incense,anger,,kt,kt,aml,sr,1,2,2,aml,2,2,sr,2,2,,,,,1,1,2,
1942,incense,aroma,,kt,kt,aml,sr,1,2,2,aml,1,1,sr,1,1,,,,,0,0,1,
1943,incense,burn,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1944,incense,burner,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
1945,incense,candle,,kt,kt,aml,sr,1,1,1,aml,1,1,sr,1,1,,,,,1,1,1,
